0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
0,82,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,81,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,81,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,81,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,0,80.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,0,80.5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,0,80.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,80.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79,0,0,0
0,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,76,0,0,0
0,0,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,75,0,0
0,0,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,74.5,0
0,0,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73,0,0
0,0,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,73.5,0,0
0,0,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0,0,0,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72,0
0,0,0,0,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,72.5
0,0,0,0,0,73,72,72,70,0,0,0,0,0,0,0,0,70,71,0
